scid,broker_count,buy_count,hold_count,sell_count,brokers,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
BHE,3,2,1,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 245}, {'name': 'Geojit Financial Services', 'target_price': 329}, {'name': 'ICICI Securities', 'target_price': 324}]",Bharat Heavy Electricals,BHEL,325.63,8.84,2.79,-8.0,infrastructure-general/bharatheavyelectricals/BHE,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 245, 'percentages': -24.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 299.33, 'percentages': -8, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 325.63, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 329, 'percentages': 1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 34.28, 'minRangePer': 64.67, 'maxRanegPer': 96, 'rangeDiffPer': 31.33, 'mindiff_total': 22.17, 'maxdiff_total': 32.91}",#E3515C
SD6,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1825}, {'name': 'Choice Equity Broking', 'target_price': 1840}, {'name': 'Geojit Financial Services', 'target_price': 1447}]",Sobha,Sobha,1311.40,-20.80,-1.56,29.9,constructioncontracting-real-estate/sobha/SD6,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1311.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1447, 'percentages': 10.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1704, 'percentages': 29.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1840, 'percentages': 40.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 40.3, 'minRangePer': 25.65, 'maxRanegPer': 74.26, 'rangeDiffPer': 48.61, 'mindiff_total': 10.34, 'maxdiff_total': 29.93}",#52B974
TTL01,3,0,1,2,"[{'name': 'Motilal Oswal', 'target_price': 550}, {'name': 'Prabhudas Lilladher', 'target_price': 660}, {'name': 'ICICI Securities', 'target_price': 510}]",Tata Technologies,Tata Tech,576.45,-12.85,-2.18,-0.5,diversified/tatatechnologies/TTL01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 510, 'percentages': -11.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 573.33, 'percentages': -0.5, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 576.45, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 660, 'percentages': 14.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 29.41, 'minRangePer': 42.19, 'maxRanegPer': 44.27, 'rangeDiffPer': 2.08, 'mindiff_total': 12.41, 'maxdiff_total': 13.02}",#E3515C
USF,3,3,0,0,"[{'name': 'ICICI Securities', 'target_price': 75}, {'name': 'Emkay Global Financial Services', 'target_price': 60}, {'name': 'Geojit Financial Services', 'target_price': 41}]",Ujjivan Small Finance Bank,Ujjivan Small,57.41,-1.32,-2.25,2.1,bank-private/ujjivansmallfinancebank/USF,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 41, 'percentages': -28.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 57.41, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 58.67, 'percentages': 2.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 75, 'percentages': 30.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 82.92, 'minRangePer': 48.26, 'maxRanegPer': 51.96, 'rangeDiffPer': 3.7, 'mindiff_total': 40.02, 'maxdiff_total': 43.09}",#52B974
CB06,3,2,1,0,"[{'name': 'Motilal Oswal', 'target_price': 175}, {'name': 'Prabhudas Lilladher', 'target_price': 160}, {'name': 'Emkay Global Financial Services', 'target_price': 120}]",Canara Bank,Canara Bank,142.74,0.37,0.26,6.2,banks-public-sector/canarabank/CB06,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 120, 'percentages': -15.9, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 142.74, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 151.67, 'percentages': 6.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 175, 'percentages': 22.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 45.83, 'minRangePer': 41.34, 'maxRanegPer': 57.58, 'rangeDiffPer': 16.23, 'mindiff_total': 18.95, 'maxdiff_total': 26.39}",#52B974
ORIEN54130,3,3,0,0,"[{'name': 'ICICI Securities', 'target_price': 210}, {'name': 'Anand Rathi', 'target_price': 230}, {'name': 'AnandRathi', 'target_price': 282}]",Orient Electric Limited,Orient Electric,180.96,1.40,0.78,32.9,consumer-goods-electronic/orientelectriclimited/ORIEN54130,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 180.96, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 210, 'percentages': 16, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 240.67, 'percentages': 32.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 282, 'percentages': 55.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 55.83, 'minRangePer': 28.73, 'maxRanegPer': 59.09, 'rangeDiffPer': 30.36, 'mindiff_total': 16.04, 'maxdiff_total': 32.99}",#52B974
SPL02,3,3,0,0,"[{'name': 'Choice Institutional Equities', 'target_price': 575}, {'name': 'Choice Equity Broking', 'target_price': 635}, {'name': 'ICICI Securities', 'target_price': 604}]",Somany Ceramics,Somany Ceramics,450.10,8.70,1.97,34.3,ceramicsgranite/somanyceramics/SC49,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 450.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 575, 'percentages': 27.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 604.67, 'percentages': 34.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 635, 'percentages': 41, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 41.07, 'minRangePer': 67.54, 'maxRanegPer': 83.61, 'rangeDiffPer': 16.06, 'mindiff_total': 27.74, 'maxdiff_total': 34.34}",#52B974
BI03,3,0,2,1,"[{'name': 'Motilal Oswal', 'target_price': 2229}, {'name': 'Deven Choksey', 'target_price': 2370}, {'name': 'KRChoksey', 'target_price': 2528}]",Balkrishna Industries,Balkrishna Ind,2282.00,-47.80,-2.05,4.1,tyres/balkrishnaindustries/BI03,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2229, 'percentages': -2.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2282, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2375.67, 'percentages': 4.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2528, 'percentages': 10.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 13.41, 'minRangePer': 17.67, 'maxRanegPer': 49.06, 'rangeDiffPer': 31.39, 'mindiff_total': 2.37, 'maxdiff_total': 6.58}",#52B974
EI,3,1,2,0,"[{'name': 'Motilal Oswal', 'target_price': 341}, {'name': 'Prabhudas Lilladher', 'target_price': 350}, {'name': 'Sharekhan', 'target_price': 534}]",Exide Industries,Exide Ind,329.70,-0.30,-0.09,23.8,auto-ancillaries/exideindustries/EI,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 329.7, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 341, 'percentages': 3.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 408.33, 'percentages': 23.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 534, 'percentages': 61.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 61.96, 'minRangePer': 5.51, 'maxRanegPer': 38.47, 'rangeDiffPer': 32.96, 'mindiff_total': 3.42, 'maxdiff_total': 23.84}",#52B974
MGF01,3,1,1,1,"[{'name': 'ICICI Securities', 'target_price': 355}, {'name': 'Motilal Oswal', 'target_price': 330}, {'name': 'Geojit Financial Services', 'target_price': 152}]",Manappuram Finance,Manappuram Fin,269.10,0.20,0.07,3.6,finance-leasinghire-purchase/manappuramfinance/MGF01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 152, 'percentages': -43.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 269.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 279, 'percentages': 3.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 355, 'percentages': 31.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 133.55, 'minRangePer': 57.67, 'maxRanegPer': 62.56, 'rangeDiffPer': 4.89, 'mindiff_total': 77.03, 'maxdiff_total': 83.55}",#52B974
BI26,3,1,1,1,"[{'name': 'Motilal Oswal', 'target_price': 425}, {'name': 'Emkay Global Financial Services', 'target_price': 460}, {'name': 'ICICI Securities', 'target_price': 350}]",INDUS TOWERS,INDUS TOWERS,405.80,-6.45,-1.56,1.4,telecommunications-equipment/industowers/BI14,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 350, 'percentages': -13.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 405.8, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 411.67, 'percentages': 1.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 460, 'percentages': 13.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 31.42, 'minRangePer': 50.73, 'maxRanegPer': 56.07, 'rangeDiffPer': 5.34, 'mindiff_total': 15.94, 'maxdiff_total': 17.62}",#52B974
HGE,3,2,1,0,"[{'name': 'Geojit Financial Services', 'target_price': 724}, {'name': 'Prabhudas Lilladher', 'target_price': 850}, {'name': 'ICICI Securities', 'target_price': 590}]",Healthcare Global Enterprises,Healthcare Glob,570.15,4.80,0.85,26.5,hospitalsmedical-services/healthcareglobalenterprises/HGE,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 570.15, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 590, 'percentages': 3.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 721.33, 'percentages': 26.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 850, 'percentages': 49, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 49.08, 'minRangePer': 7.09, 'maxRanegPer': 54.01, 'rangeDiffPer': 46.92, 'mindiff_total': 3.48, 'maxdiff_total': 26.51}",#52B974
HFSL,3,2,1,0,"[{'name': 'ICICIdirect.com', 'target_price': 900}, {'name': 'Motilal Oswal', 'target_price': 815}, {'name': 'Emkay Global Financial Services', 'target_price': 850}]",HDB Financial Services,HDB Financial,669.95,-12.05,-1.77,27.6,finance-nbfc/hdbfinancialservices/HFSL,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 669.95, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 815, 'percentages': 21.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 855, 'percentages': 27.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 900, 'percentages': 34.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 34.33, 'minRangePer': 63.06, 'maxRanegPer': 80.45, 'rangeDiffPer': 17.39, 'mindiff_total': 21.65, 'maxdiff_total': 27.62}",#52B974
KIO01,3,2,0,1,"[{'name': 'Prabhudas Lilladher', 'target_price': 810}, {'name': 'ICICI Securities', 'target_price': 630}, {'name': 'Emkay Global Financial Services', 'target_price': 750}]",Krishna Institute of Medical Sciences,Krishna Inst.,678.20,-3.95,-0.58,7.6,hospitalhealthcare-services/krishnainstitutemedicalsciences/KIo01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 630, 'percentages': -7.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 678.2, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 730, 'percentages': 7.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 810, 'percentages': 19.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 28.57, 'minRangePer': 26.77, 'maxRanegPer': 55.54, 'rangeDiffPer': 28.77, 'mindiff_total': 7.65, 'maxdiff_total': 15.87}",#52B974
DIC,3,1,2,0,"[{'name': 'Motilal Oswal', 'target_price': 535}, {'name': 'Prabhudas Lilladher', 'target_price': 552}, {'name': 'Emkay Global Financial Services', 'target_price': 875}]",Westlife Foodworld,Westlife Food,457.10,-7.25,-1.56,43.0,hotel-resortrestaurants/westlifefoodworld/DIC,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 457.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 535, 'percentages': 17, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 654, 'percentages': 43, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 875, 'percentages': 91.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 91.42, 'minRangePer': 18.63, 'maxRanegPer': 47.11, 'rangeDiffPer': 28.48, 'mindiff_total': 17.04, 'maxdiff_total': 43.07}",#52B974
JFS,3,1,2,0,"[{'name': 'Motilal Oswal', 'target_price': 320}, {'name': 'Deven Choksey', 'target_price': 325}, {'name': 'KRChoksey', 'target_price': 286}]",Jio Financial Services,Jio Financial,237.15,-6.71,-2.75,30.8,finance-others/jiofinancialservices/JFS,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 237.15, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 286, 'percentages': 20.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 310.33, 'percentages': 30.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 325, 'percentages': 37, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 37.04, 'minRangePer': 55.58, 'maxRanegPer': 83.28, 'rangeDiffPer': 27.7, 'mindiff_total': 20.59, 'maxdiff_total': 30.85}",#52B974
HTL03,3,3,0,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 570}, {'name': 'ICICI Securities', 'target_price': 570}, {'name': 'Motilal Oswal', 'target_price': 850}]",Hexaware Technologies,Hexaware Tech,488.05,-7.05,-1.42,35.9,it-servicesconsulting/hexawaretechnologies/HTL03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 488.05, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 570, 'percentages': 16.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 663.33, 'percentages': 35.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 850, 'percentages': 74.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 74.16, 'minRangePer': 22.64, 'maxRanegPer': 48.42, 'rangeDiffPer': 25.78, 'mindiff_total': 16.79, 'maxdiff_total': 35.91}",#52B974
BKI01,3,3,0,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 82}, {'name': 'Motilal Oswal', 'target_price': 120}, {'name': 'Sharekhan', 'target_price': 93}]",Restaurant Brands Asia,Restaurant Bran,62.91,-0.36,-0.57,56.3,consumer-food/restaurantbrandsasia/BKI01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 62.91, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 82, 'percentages': 30.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 98.33, 'percentages': 56.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 120, 'percentages': 90.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 90.74, 'minRangePer': 33.43, 'maxRanegPer': 62.04, 'rangeDiffPer': 28.61, 'mindiff_total': 30.34, 'maxdiff_total': 56.3}",#52B974
JVS,3,1,2,0,"[{'name': 'Motilal Oswal', 'target_price': 1400}, {'name': 'Prabhudas Lilladher', 'target_price': 1118}, {'name': 'ICICI Securities', 'target_price': 1010}]",JSW Steel,JSW Steel,1274.50,34.20,2.76,-7.7,steel-large/jswsteel/JSW01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1010, 'percentages': -20.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1176, 'percentages': -7.7, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1274.5, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 1400, 'percentages': 9.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 38.61, 'minRangePer': 42.55, 'maxRanegPer': 67.8, 'rangeDiffPer': 25.25, 'mindiff_total': 16.43, 'maxdiff_total': 26.18}",#E3515C
AMP01,3,3,0,0,"[{'name': 'ICICI Securities', 'target_price': 1200}, {'name': 'Motilal Oswal', 'target_price': 1150}, {'name': 'Geojit Financial Services', 'target_price': 976}]",Astra Microwave Products,Astra Microwave,1064.55,-28.90,-2.64,4.1,defence/astramicrowaveproducts/AMP01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 976, 'percentages': -8.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1064.55, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1108.67, 'percentages': 4.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1200, 'percentages': 12.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 22.95, 'minRangePer': 39.52, 'maxRanegPer': 59.21, 'rangeDiffPer': 19.68, 'mindiff_total': 9.07, 'maxdiff_total': 13.59}",#52B974
