scid,broker_count,buy_count,hold_count,sell_count,brokers,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
EP,3,3,0,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 315}, {'name': 'Motilal Oswal', 'target_price': 270}, {'name': 'ICICI Securities', 'target_price': 315}]",EPL,EPL,233.55,3.23,1.40,28.4,packaging/epl/EP11,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 233.55, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 270, 'percentages': 15.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 300, 'percentages': 28.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 315, 'percentages': 34.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 34.87, 'minRangePer': 44.73, 'maxRanegPer': 81.58, 'rangeDiffPer': 36.85, 'mindiff_total': 15.6, 'maxdiff_total': 28.45}",#52B974
SC47,3,3,0,0,"[{'name': 'Anand Rathi', 'target_price': 1330}, {'name': 'Khambatta Securities', 'target_price': 1162}, {'name': 'AnandRathi', 'target_price': 730}]",Sharda Cropchem,Sharda Crop,1107.85,7.05,0.64,-3.0,pesticidesagro-chemicals/shardacropchem/SC04,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 730, 'percentages': -34.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1074, 'percentages': -3, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1107.85, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 1330, 'percentages': 20, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 82.19, 'minRangePer': 57.33, 'maxRanegPer': 62.97, 'rangeDiffPer': 5.64, 'mindiff_total': 47.12, 'maxdiff_total': 51.76}",#E3515C
CU,3,1,1,1,"[{'name': 'Prabhudas Lilladher', 'target_price': 825}, {'name': 'ICICI Securities', 'target_price': 895}, {'name': 'Sharekhan', 'target_price': 1100}]",Carborundum Universal,Carborundum,940.10,53.40,6.02,0.0,abrasives/carborundumuniversal/CU,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 825, 'percentages': -12.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 940, 'percentages': 0, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 940.1, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 1100, 'percentages': 17, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 33.33, 'minRangePer': 41.79, 'maxRanegPer': 41.85, 'rangeDiffPer': 0.06, 'mindiff_total': 13.93, 'maxdiff_total': 13.95}",#E3515C
SUMIC54292,3,3,0,0,"[{'name': 'ICICI Securities', 'target_price': 515}, {'name': 'Anand Rathi', 'target_price': 630}, {'name': 'Sharekhan', 'target_price': 659}]",SUMITOMO CHEMICAL INDIA LIMITE,SUMITOMO,442.40,19.00,4.49,35.9,pesticidesagrochemicals/sumitomochemicalindialimite/SUMIC54292,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 442.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 515, 'percentages': 16.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 601.33, 'percentages': 35.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 659, 'percentages': 48.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 48.96, 'minRangePer': 33.51, 'maxRanegPer': 73.36, 'rangeDiffPer': 39.85, 'mindiff_total': 16.41, 'maxdiff_total': 35.92}",#52B974
LOI01,3,2,0,1,"[{'name': 'Prabhudas Lilladher', 'target_price': 125}, {'name': 'Deven Choksey', 'target_price': 206}, {'name': 'KRChoksey', 'target_price': 249}]",Laxmi Organic Industries,Laxmi Organic,142.10,-0.55,-0.39,36.0,speciality-chemicals/laxmiorganicindustries/LOI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 125, 'percentages': -12, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 142.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 193.33, 'percentages': 36, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 249, 'percentages': 75.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 99.2, 'minRangePer': 13.79, 'maxRanegPer': 55.1, 'rangeDiffPer': 41.31, 'mindiff_total': 13.68, 'maxdiff_total': 54.66}",#52B974
NAC,3,1,2,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 356}, {'name': 'ICICI Securities', 'target_price': 246}, {'name': 'Emkay Global Financial Services', 'target_price': 275}]",National Aluminium Company,NALCO,438.75,6.05,1.40,-33.3,aluminium/nationalaluminiumcompany/NAC,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 246, 'percentages': -43.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 292.33, 'percentages': -33.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 356, 'percentages': -18.8, 'color': 'green'}, {'id': 'cmp', 'name': 'Current Price', 'value': 438.75, 'percentages': '', 'color': 'white'}]","{'background': 'grey', 'position': 'right', 'color': 'red', 'colorFillPercentages': 75, 'greyLeftPercentage': 25, 'greyRightPercentage': 0}","{'totalPercentages': 78.35, 'minRangePer': 24.03, 'maxRanegPer': 57.06, 'rangeDiffPer': 33.03, 'mindiff_total': 18.83, 'maxdiff_total': 44.71}",#E3515C
JFS,3,1,2,0,"[{'name': 'Motilal Oswal', 'target_price': 320}, {'name': 'Deven Choksey', 'target_price': 325}, {'name': 'KRChoksey', 'target_price': 286}]",Jio Financial Services,Jio Financial,243.86,2.59,1.07,27.2,finance-others/jiofinancialservices/JFS,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 243.86, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 286, 'percentages': 17.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 310.33, 'percentages': 27.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 325, 'percentages': 33.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 33.27, 'minRangePer': 51.93, 'maxRanegPer': 81.9, 'rangeDiffPer': 29.97, 'mindiff_total': 17.28, 'maxdiff_total': 27.25}",#52B974
BFI01,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 900}, {'name': 'Emkay Global Financial Services', 'target_price': 775}, {'name': 'Asit C. Mehta', 'target_price': 775}]",Bikaji Foods International,Bikaji Foods,660.05,18.25,2.84,23.7,consumer-food/bikajifoodsinternational/BFI01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 660.05, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 775, 'percentages': 17.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 816.67, 'percentages': 23.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 900, 'percentages': 36.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 36.35, 'minRangePer': 47.89, 'maxRanegPer': 65.25, 'rangeDiffPer': 17.36, 'mindiff_total': 17.41, 'maxdiff_total': 23.72}",#52B974
HTL03,3,3,0,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 570}, {'name': 'ICICI Securities', 'target_price': 570}, {'name': 'Motilal Oswal', 'target_price': 850}]",Hexaware Technologies,Hexaware Tech,495.10,-1.35,-0.27,33.9,it-servicesconsulting/hexawaretechnologies/HTL03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 495.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 570, 'percentages': 15.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 663.33, 'percentages': 33.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 850, 'percentages': 71.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 71.68, 'minRangePer': 21.09, 'maxRanegPer': 47.39, 'rangeDiffPer': 26.3, 'mindiff_total': 15.12, 'maxdiff_total': 33.97}",#52B974
PMP,3,3,0,0,"[{'name': 'ICICI Securities', 'target_price': 2800}, {'name': 'Asit C. Mehta', 'target_price': 4099}, {'name': 'Geojit Financial Services', 'target_price': 3330}]",Power Mech Projects,Power Mech,2376.00,58.70,2.53,43.5,infrastructure-general/powermechprojects/PMP,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2376, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2800, 'percentages': 17.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3409.67, 'percentages': 43.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4099, 'percentages': 72.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 72.51, 'minRangePer': 24.6, 'maxRanegPer': 59.99, 'rangeDiffPer': 35.39, 'mindiff_total': 17.84, 'maxdiff_total': 43.5}",#52B974
GGC,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 485}, {'name': 'Prabhudas Lilladher', 'target_price': 422}, {'name': 'ICICI Securities', 'target_price': 560}]",Gujarat Gas,Gujarat Gas,362.80,27.30,8.14,34.7,oil-drillingexploration/gujaratgas/GGC,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 362.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 422, 'percentages': 16.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 489, 'percentages': 34.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 560, 'percentages': 54.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 54.35, 'minRangePer': 30, 'maxRanegPer': 63.99, 'rangeDiffPer': 33.99, 'mindiff_total': 16.31, 'maxdiff_total': 34.78}",#52B974
VMML,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 170}, {'name': 'Emkay Commodity Research', 'target_price': 180}, {'name': 'ICICI Securities', 'target_price': 175}]",Vishal Mega Mart,Vishal Mega Mar,118.95,1.40,1.19,47.1,householdpersonal-products/vishalmegamart/VMML,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 118.95, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 170, 'percentages': 42.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 175, 'percentages': 47.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 180, 'percentages': 51.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 51.32, 'minRangePer': 83.61, 'maxRanegPer': 91.81, 'rangeDiffPer': 8.2, 'mindiff_total': 42.91, 'maxdiff_total': 47.12}",#52B974
JVS,3,1,2,0,"[{'name': 'Motilal Oswal', 'target_price': 1400}, {'name': 'Prabhudas Lilladher', 'target_price': 1118}, {'name': 'ICICI Securities', 'target_price': 1010}]",JSW Steel,JSW Steel,1240.30,25.40,2.09,-5.1,steel-large/jswsteel/JSW01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1010, 'percentages': -18.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1176, 'percentages': -5.1, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1240.3, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 1400, 'percentages': 12.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 38.61, 'minRangePer': 42.55, 'maxRanegPer': 59.05, 'rangeDiffPer': 16.5, 'mindiff_total': 16.43, 'maxdiff_total': 22.8}",#E3515C
VR03,3,3,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1040}, {'name': 'Anand Rathi', 'target_price': 1208}, {'name': 'AnandRathi', 'target_price': 5150}]",V-Mart Retail,V-Mart Retail,614.25,3.10,0.51,301.4,retail/v-martretail/VR03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 614.25, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1040, 'percentages': 69.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2466, 'percentages': 301.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 5150, 'percentages': 738.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 738.42, 'minRangePer': 9.38, 'maxRanegPer': 40.82, 'rangeDiffPer': 31.44, 'mindiff_total': 69.31, 'maxdiff_total': 301.46}",#52B974
HMI01,3,2,0,1,"[{'name': 'ICICI Securities', 'target_price': 2150}, {'name': 'Motilal Oswal', 'target_price': 2567}, {'name': 'Emkay Global Financial Services', 'target_price': 1750}]",Hyundai Motor India,Hyundai Motor,1902.80,50.30,2.72,13.2,automobile-passenger-cars/hyundaimotorindia/HMI01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1750, 'percentages': -8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1902.8, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2155.67, 'percentages': 13.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2567, 'percentages': 34.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 46.68, 'minRangePer': 18.7, 'maxRanegPer': 49.65, 'rangeDiffPer': 30.95, 'mindiff_total': 8.73, 'maxdiff_total': 23.18}",#52B974
BI26,3,1,1,1,"[{'name': 'Motilal Oswal', 'target_price': 425}, {'name': 'Emkay Global Financial Services', 'target_price': 460}, {'name': 'ICICI Securities', 'target_price': 350}]",INDUS TOWERS,INDUS TOWERS,412.25,-0.90,-0.22,-0.1,telecommunications-equipment/industowers/BI14,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 350, 'percentages': -15.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 411.67, 'percentages': -0.1, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 412.25, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 460, 'percentages': 11.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 31.42, 'minRangePer': 56.07, 'maxRanegPer': 56.58, 'rangeDiffPer': 0.5, 'mindiff_total': 17.62, 'maxdiff_total': 17.78}",#E3515C
EI,3,1,2,0,"[{'name': 'Motilal Oswal', 'target_price': 341}, {'name': 'Prabhudas Lilladher', 'target_price': 350}, {'name': 'Sharekhan', 'target_price': 534}]",Exide Industries,Exide Ind,330.00,-1.40,-0.42,23.7,auto-ancillaries/exideindustries/EI,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 330, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 341, 'percentages': 3.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 408.33, 'percentages': 23.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 534, 'percentages': 61.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 61.81, 'minRangePer': 5.38, 'maxRanegPer': 38.39, 'rangeDiffPer': 33.01, 'mindiff_total': 3.33, 'maxdiff_total': 23.73}",#52B974
PP33,3,1,0,2,"[{'name': 'Prabhudas Lilladher', 'target_price': 1028}, {'name': 'Choice Institutional Equities', 'target_price': 720}, {'name': 'Choice Equity Broking', 'target_price': 720}]",PSP Projects,PSP Projects,725.95,-2.20,-0.30,13.3,constructioncontracting-real-estate/pspprojects/PP26,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 720, 'percentages': -0.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 725.95, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 822.67, 'percentages': 13.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1028, 'percentages': 41.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 42.77, 'minRangePer': 1.91, 'maxRanegPer': 33.31, 'rangeDiffPer': 31.4, 'mindiff_total': 0.82, 'maxdiff_total': 14.25}",#52B974
MHI,3,3,0,0,"[{'name': 'Anand Rathi', 'target_price': 1300}, {'name': 'Motilal Oswal', 'target_price': 1270}, {'name': 'Prabhudas Lilladher', 'target_price': 1300}]",Max Healthcare Institute,Max Healthcare,1007.65,17.00,1.72,28.0,hospitalhealthcare-services/maxhealthcareinstitute/MHI,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1007.65, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': 26, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1290, 'percentages': 28, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1300, 'percentages': 29, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 29.01, 'minRangePer': 89.72, 'maxRanegPer': 96.58, 'rangeDiffPer': 6.86, 'mindiff_total': 26.03, 'maxdiff_total': 28.02}",#52B974
MRF,3,2,0,1,"[{'name': 'Motilal Oswal', 'target_price': 129151}, {'name': 'Anand Rathi', 'target_price': 170000}, {'name': 'AnandRathi', 'target_price': 160000}]",MRF,MRF,139855.00,1115.00,0.80,9.4,tyres/mrf/MRF,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 129151, 'percentages': -7.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 139855, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 153050.33, 'percentages': 9.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 170000, 'percentages': 21.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 31.62, 'minRangePer': 26.18, 'maxRanegPer': 58.5, 'rangeDiffPer': 32.32, 'mindiff_total': 8.28, 'maxdiff_total': 18.5}",#52B974
BHE,3,2,1,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 245}, {'name': 'Geojit Financial Services', 'target_price': 329}, {'name': 'ICICI Securities', 'target_price': 324}]",Bharat Heavy Electricals,BHEL,316.79,7.53,2.43,-5.5,infrastructure-general/bharatheavyelectricals/BHE,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 245, 'percentages': -22.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 299.33, 'percentages': -5.5, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 316.79, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 329, 'percentages': 3.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 34.28, 'minRangePer': 64.67, 'maxRanegPer': 85.47, 'rangeDiffPer': 20.79, 'mindiff_total': 22.17, 'maxdiff_total': 29.3}",#E3515C
